Order ID,Customer ID,Date,Time (Hr/Min),Customer Age Range,Gender,Product Type,Product Category,Product Name,Quantity,Unit Price,Tax Amount,Unit Cost,Cost,Shipping Method,Shipping Cost,Total Sales,Profit,Purchase Type,Channel,Country,City,Xmas Budget,Payment Method,Promotion Applied
ORD202118956,CUST4373934,14-12-2023,15:18,12 to 17,Male,Teen,Wearable Tech,Fitbit Inspire,1,161.54,4.85,51.7,51.7,Standard,3.36,169.75,118.05,In-store,In-store,Belgium,Munich,Medium,Other,No
ORD202118957,CUST7893988,19-03-2021,10:20,18 over,Female,Teen,Technology,Smartwatch Series 8,1,210.54,6.32,82.08,82.08,Express,5.19,222.05,139.97,In-store,In-store,Poland,Warsaw,High,Debit Card,No
ORD202118958,CUST0205636,10-12-2021,03:28,12 to 17,Female,Adult,Technology,Smart Speaker,1,106.24,2.12,39.47,39.47,Standard,1.98,110.34,70.87,In-store,In-store,Sweden,Paris,High,Credit Card,No
ORD202118959,CUST5397062,26-05-2025,02:05,1 to 11,Male,Children,Accessories,Ray-Ban Sunglasses,1,140.36,3.51,38.51,38.51,Express,9.54,153.41,114.9,Xmas Market,In-store,Poland,Frankfurt,Medium,Cash,Yes
ORD202118960,CUST1846947,01-04-2023,09:39,12 to 17,Female,Teen,Technology,Smartwatch Series 8,1,208.66,4.17,58.21,58.21,Standard,5.09,217.92,159.71,Online,Online,Sweden,Krakow,High,Other,Yes
ORD202118961,CUST7843201,23-12-2024,21:34,18 over,Female,Adult,Building Sets,LEGO Star Wars Set,1,164.96,3.3,50.35,50.35,Standard,3.08,171.34,120.99,In-store,In-store,Sweden,Stockholm,Low,Cash,No
ORD202118962,CUST5611579,01-10-2024,23:36,1 to 11,Male,Teen,Wearable Tech,Fitbit Inspire,1,139.12,4.17,37.81,37.81,Standard,3.84,147.13,109.32,Online,Online,Belgium,Antwerp,High,Debit Card,No
ORD202118963,CUST2206675,22-12-2023,21:02,1 to 11,Female,Adult,Accessories,Portable Charger,1,32.27,0.81,11.69,11.69,Standard,2.33,35.41,23.72,Online,Online,Belgium,Ghent,High,Cash,No
ORD202118964,CUST9152264,05-06-2025,23:57,18 over,Male,Children,Technology,Kindle E-reader,1,142.01,2.84,51.87,51.87,Standard,4.65,149.5,97.63,Xmas Market,In-store,Italy,Utrecht,Medium,Other,No
ORD202118965,CUST2974096,12-12-2022,18:01,18 over,Male,Children,Accessories,Samsung Galaxy Case,1,155.57,4.67,40.43,40.43,Standard,1.41,161.65,121.22,In-store,In-store,Belgium,London,Medium,Other,No
ORD202118966,CUST5440368,03-10-2025,03:22,18 over,Male,Adult,Wearable Tech,Fitbit Inspire,1,154.05,3.08,46.49,46.49,Standard,3.82,160.95,114.46,Online,Online,Italy,Warsaw,Low,Debit Card,No
ORD202118967,CUST8741847,06-12-2023,17:19,18 over,Female,Adult,Technology,Kindle E-reader,1,140.87,2.82,52.31,52.31,Standard,4.31,148,95.69,Online,Online,France,Milan,Medium,PayPal,Yes
ORD202118968,CUST7302552,09-11-2024,23:34,12 to 17,Male,Adult,Technology,4K Streaming Stick,1,51.34,1.03,16.34,16.34,Standard,2.09,54.46,38.12,Xmas Market,In-store,Poland,Brussels,Low,Cash,No
ORD202118969,CUST1101594,19-02-2025,04:37,12 to 17,Male,Children,Books,DC Comics Graphic Novel,1,154.58,3.86,54.33,54.33,Standard,4.27,162.71,108.38,In-store,In-store,Portugal,Brussels,High,Credit Card,No
ORD202118970,CUST1814475,05-12-2024,00:02,1 to 11,Female,Adult,Technology,Kindle E-reader,1,146.65,2.93,57.4,57.4,Standard,3.28,152.86,95.46,In-store,In-store,Portugal,London,Medium,PayPal,No
ORD202118971,CUST2337864,21-06-2021,12:45,12 to 17,Male,Children,Technology,Smartwatch Series 8,1,194.9,5.85,50.53,50.53,Standard,3.81,204.56,154.03,In-store,In-store,Germany,Stockholm,Medium,Cash,No
ORD202118972,CUST9009536,04-06-2021,21:28,12 to 17,Female,Teen,Toys,Barbie Doll,1,151.86,4.56,45.12,45.12,Standard,5.18,161.6,116.48,Online,Online,Austria,Berlin,Medium,Debit Card,No
ORD202118973,CUST6494161,17-07-2021,17:05,12 to 17,Female,Teen,Kitchen Appliances,Dolce Gusto Coffee Machine,1,157.86,3.95,46.95,46.95,Standard,2.69,164.5,117.55,Online,Online,Sweden,London,High,Other,No
ORD202118974,CUST6221374,29-09-2025,08:23,1 to 11,Female,Children,Accessories,Portable Charger,1,32.03,0.64,8.78,8.78,Standard,1.78,34.45,25.67,Xmas Market,In-store,Poland,Hamburg,Low,Cash,No
ORD202118975,CUST1223618,24-01-2025,00:34,12 to 17,Female,Adult,Home,Robot Vacuum,1,249.06,4.98,88.07,88.07,Pickup,0,254.04,165.97,In-store,In-store,Poland,Salzburg,Medium,Credit Card,No
ORD202118976,CUST3601800,28-06-2021,23:45,1 to 11,Male,Teen,Video Games,PlayStation 5 Game,1,153.58,3.07,61.23,61.23,Standard,3.71,160.36,99.13,Xmas Market,In-store,Poland,Porto,Medium,Debit Card,No
ORD202118977,CUST0067198,28-10-2025,00:13,18 over,Female,Children,Clothing,Nike Running Shoes,1,159.16,3.18,63.32,63.32,Standard,4.92,167.26,103.94,In-store,In-store,Austria,Funchal,Low,Cash,No
ORD202118978,CUST7274198,28-09-2024,22:41,18 over,Male,Adult,Building Sets,LEGO Star Wars Set,1,142.66,2.85,56.61,56.61,Standard,1.99,147.5,90.89,In-store,In-store,Italy,Krakow,Medium,Other,No
ORD202118979,CUST7794050,08-12-2022,06:55,12 to 17,Female,Children,Accessories,Portable Charger,1,33.37,1,10.28,10.28,Standard,2.52,36.89,26.61,Xmas Market,In-store,Poland,Rotterdam,High,Debit Card,Yes
ORD202118980,CUST2599178,05-06-2025,02:12,12 to 17,Male,Adult,Video Games,PlayStation 5 Game,1,159.71,4.79,50.81,50.81,Standard,4.24,168.74,117.93,Xmas Market,In-store,Poland,Rotterdam,Medium,Other,No
ORD202118981,CUST6716200,04-11-2022,08:17,1 to 11,Female,Adult,Accessories,Samsung Galaxy Case,1,147.99,4.44,39.51,39.51,Standard,5.34,157.77,118.26,In-store,In-store,Poland,Hamburg,High,PayPal,No
ORD202118982,CUST0736501,17-01-2024,17:04,12 to 17,Female,Adult,Wearable Tech,Fitbit Inspire,1,160.25,3.2,57.02,57.02,Express,11.17,174.62,117.6,Xmas Market,In-store,Poland,Vienna,High,Other,No
ORD202118983,CUST1515446,15-06-2023,20:05,12 to 17,Female,Children,Video Games,PlayStation 5 Game,1,146.48,4.39,45.79,45.79,Standard,3.72,154.59,108.8,Online,Online,United Kingdom,Birmingham,High,Credit Card,No
ORD202118984,CUST9794795,03-10-2024,10:21,1 to 11,Male,Teen,Accessories,Ray-Ban Sunglasses,1,160.31,4.81,46.84,46.84,Standard,5.52,170.64,123.8,In-store,In-store,Sweden,Salzburg,High,Credit Card,No
ORD202118985,CUST0225578,01-12-2021,10:11,18 over,Male,Children,Clothing,The North Face Jacket,1,156.57,3.91,51.19,51.19,Express,12.77,173.25,122.06,Online,Online,Austria,Coimbra,High,Other,No
ORD202118986,CUST9349719,05-03-2023,04:56,1 to 11,Male,Teen,Puzzles,Harry Potter Puzzle,1,169.75,5.09,66.9,66.9,Standard,1.63,176.47,109.57,In-store,In-store,Germany,Malmo,High,Other,No
ORD202118987,CUST2776584,08-06-2021,10:18,1 to 11,Female,Children,Puzzles,Harry Potter Puzzle,1,158.02,3.16,52.31,52.31,Standard,1.02,162.2,109.89,Online,Online,Germany,Antwerp,High,Other,No
ORD202118988,CUST0058872,07-11-2023,15:03,1 to 11,Male,Teen,Electronics,JBL Headphones,1,158.95,4.77,50.66,50.66,Standard,4.7,168.42,117.76,Xmas Market,In-store,Italy,Malmo,High,Other,No
ORD202118989,CUST9247521,07-06-2023,18:34,18 over,Female,Teen,Video Games,PlayStation 5 Game,2,156.69,9.4,44.27,88.54,Express,10.2,332.98,244.44,Online,Online,Poland,The Hague,Medium,Credit Card,No
ORD202118990,CUST4813114,08-05-2021,17:09,1 to 11,Female,Adult,Accessories,VR Headset,1,297.29,8.92,86.08,86.08,Standard,4.86,311.07,224.99,Xmas Market,In-store,Portugal,Utrecht,Low,Debit Card,No
ORD202118991,CUST0686655,16-11-2023,18:51,18 over,Male,Adult,Books,DC Comics Graphic Novel,1,154.64,4.64,60.26,60.26,Standard,6.94,166.22,105.96,Xmas Market,In-store,France,Utrecht,Medium,Debit Card,No
ORD202118992,CUST4314228,20-11-2023,04:35,1 to 11,Female,Teen,Clothing,Levi's Jeans,1,158.56,3.17,40.79,40.79,Express,13.35,175.08,134.29,Online,Online,France,Porto,Low,Other,No
ORD202118993,CUST2224569,02-11-2025,23:38,1 to 11,Male,Teen,Accessories,Samsung Galaxy Case,1,155.78,3.89,48.65,48.65,Standard,6.33,166,117.35,Online,Online,Germany,Milan,Low,PayPal,No
ORD202118994,CUST4268781,20-10-2021,05:57,12 to 17,Male,Adult,Electronics,JBL Headphones,1,151.55,3.79,50.97,50.97,Standard,4.22,159.56,108.59,In-store,In-store,Austria,Salzburg,High,PayPal,No
ORD202118995,CUST2898356,12-08-2023,06:44,1 to 11,Male,Adult,Video Games,PlayStation 5 Game,1,149.74,4.49,56.84,56.84,Express,14.49,168.72,111.88,Online,Online,United Kingdom,Venice,Low,Debit Card,No
ORD202118996,CUST9799744,01-02-2021,17:45,18 over,Male,Teen,Technology,Kindle E-reader,1,153.31,3.83,57.86,57.86,Standard,2.31,159.45,101.59,Online,Online,Poland,Manchester,Low,Other,No
ORD202118997,CUST4969403,13-04-2021,00:48,12 to 17,Female,Adult,Toys,Barbie Doll,1,152.19,3.8,58.75,58.75,Standard,1.39,157.38,98.63,Xmas Market,In-store,Belgium,Gothenburg,Medium,PayPal,No
ORD202118998,CUST7201319,01-06-2023,17:57,1 to 11,Female,Teen,Home,Robot Vacuum,1,262.73,7.88,90.54,90.54,Pickup,0,270.61,180.07,Online,Online,Poland,Rome,Medium,Debit Card,No
ORD202118999,CUST3286087,29-12-2025,23:36,18 over,Female,Adult,Books,DC Comics Graphic Novel,1,160.73,4.82,43.82,43.82,Standard,5.73,171.28,127.46,In-store,In-store,Germany,Ghent,Low,Debit Card,No
ORD202119000,CUST1691932,20-09-2021,06:54,12 to 17,Female,Adult,Board Games,Chess Set,1,149.33,3.73,51.92,51.92,Standard,1.35,154.41,102.49,In-store,In-store,Portugal,Malmo,Medium,PayPal,No
ORD202119001,CUST4191189,08-07-2022,17:26,12 to 17,Male,Adult,Accessories,Wireless Earbuds,1,82.74,1.65,30.02,30.02,Standard,3.6,87.99,57.97,Xmas Market,In-store,Germany,Brussels,High,Debit Card,No
ORD202119002,CUST6867785,26-04-2024,04:06,1 to 11,Female,Teen,Technology,Smartwatch Series 8,1,215.35,5.38,53.85,53.85,Standard,2.87,223.6,169.75,Xmas Market,In-store,Poland,Lodz,Medium,Other,No
ORD202119003,CUST2389455,12-07-2021,12:07,12 to 17,Male,Teen,Accessories,Ray-Ban Sunglasses,1,148.6,2.97,40.53,40.53,Express,13.57,165.14,124.61,In-store,In-store,Portugal,Antwerp,High,PayPal,No
ORD202119004,CUST7657988,04-06-2024,15:18,18 over,Male,Children,Technology,Smartwatch Series 8,2,191.89,9.59,51.62,103.24,Standard,5.64,399.01,295.77,Online,Online,Austria,Marseille,Medium,Cash,No
ORD202119005,CUST8474522,20-09-2022,05:06,12 to 17,Male,Children,Home,Robot Vacuum,1,238.61,5.97,78.25,78.25,Standard,5.04,249.62,171.37,In-store,In-store,Netherlands,Hamburg,High,PayPal,Yes
ORD202119006,CUST0051714,30-07-2021,16:44,12 to 17,Male,Teen,Technology,Kindle E-reader,1,146.21,4.39,44.48,44.48,Pickup,0,150.6,106.12,Xmas Market,In-store,Poland,Berlin,Medium,Debit Card,No
ORD202119007,CUST8675824,18-12-2021,16:31,18 over,Male,Children,Clothing,The North Face Jacket,1,145.14,2.9,52.27,52.27,Express,8.87,156.91,104.64,In-store,In-store,Poland,Warsaw,High,Debit Card,No
ORD202119008,CUST5377849,08-08-2025,11:34,12 to 17,Female,Adult,Technology,Smart Speaker,1,99.32,2.98,30.74,30.74,Standard,2.1,104.4,73.66,Online,Online,Portugal,Naples,Low,Debit Card,No
ORD202119009,CUST4984043,01-11-2023,22:04,1 to 11,Male,Children,Accessories,Ray-Ban Sunglasses,1,154.53,3.09,49.47,49.47,Standard,4.54,162.16,112.69,Online,Online,Poland,Brussels,Low,PayPal,No
ORD202119010,CUST2124072,09-03-2024,23:02,1 to 11,Female,Children,Toys,Hot Wheels Car Set,1,171.63,5.15,57.43,57.43,Standard,5.94,182.72,125.29,In-store,In-store,Netherlands,Antwerp,Medium,Debit Card,Yes
ORD202119011,CUST9525786,22-08-2023,01:36,18 over,Male,Adult,Accessories,Portable Charger,1,31.48,0.79,11.65,11.65,Standard,1.42,33.69,22.04,In-store,In-store,United Kingdom,Warsaw,Low,Debit Card,No
ORD202119012,CUST9188252,30-11-2023,03:40,1 to 11,Female,Adult,Toys,Hot Wheels Car Set,1,155.76,3.12,61.96,61.96,Standard,2.62,161.5,99.54,In-store,In-store,Belgium,Porto,Low,Cash,No
ORD202119013,CUST7151532,29-10-2022,22:22,12 to 17,Male,Adult,Board Games,Chess Set,1,141.29,4.24,54.61,54.61,Standard,5,150.53,95.92,Online,Online,Italy,Amsterdam,High,PayPal,No
ORD202119014,CUST9857438,03-11-2025,04:46,1 to 11,Male,Children,Accessories,Ray-Ban Sunglasses,1,162.38,4.06,63.56,63.56,Standard,4.28,170.72,107.16,Xmas Market,In-store,United Kingdom,Nice,Medium,Credit Card,No
ORD202119015,CUST6111066,22-07-2024,20:34,12 to 17,Male,Adult,General,Fisher-Price Learning Toy,1,152.71,3.82,43.67,43.67,Express,9.36,165.89,122.22,Xmas Market,In-store,Germany,Brussels,Low,Cash,No
ORD202119016,CUST3497318,04-06-2022,02:40,18 over,Male,Teen,Technology,Kindle E-reader,1,153.35,3.07,44.56,44.56,Express,5.51,161.93,117.37,Online,Online,Portugal,Nice,High,Cash,Yes
ORD202119017,CUST8128075,26-10-2023,23:21,12 to 17,Male,Adult,Electronics,JBL Headphones,1,162.26,4.06,59.7,59.7,Pickup,0,166.32,106.62,Online,Online,Portugal,Milan,High,Credit Card,Yes
ORD202119018,CUST0818270,23-10-2023,17:46,18 over,Male,Children,Technology,Kindle E-reader,1,146.99,4.41,48.14,48.14,Express,9.37,160.77,112.63,Xmas Market,In-store,Poland,Vienna,Medium,Credit Card,Yes
ORD202119019,CUST5503136,11-10-2022,00:58,1 to 11,Female,Teen,Books,DC Comics Graphic Novel,1,161.68,4.04,41.56,41.56,Standard,2.11,167.83,126.27,Xmas Market,In-store,Portugal,Warsaw,Low,Debit Card,No
ORD202119020,CUST0003308,10-08-2022,20:53,12 to 17,Male,Teen,Technology,4K Streaming Stick,1,52.63,1.58,19.97,19.97,Standard,5.83,60.04,40.07,In-store,In-store,France,Marseille,Low,Other,No
ORD202119021,CUST7951322,26-06-2023,18:43,1 to 11,Female,Adult,Accessories,Wireless Earbuds,2,87.01,5.22,26.52,53.04,Standard,4.9,184.14,131.1,Online,Online,United Kingdom,Rotterdam,High,Credit Card,No
ORD202119022,CUST3987943,29-11-2021,10:16,1 to 11,Female,Adult,Board Games,Chess Set,1,152.09,3.04,39.3,39.3,Standard,3.42,158.55,119.25,Xmas Market,In-store,Belgium,Antwerp,High,Credit Card,No
ORD202119023,CUST1655161,06-11-2021,05:35,18 over,Male,Children,Technology,Kindle E-reader,1,148.69,4.46,37.99,37.99,Standard,2.51,155.66,117.67,Xmas Market,In-store,France,Krakow,High,Cash,No
ORD202119024,CUST2147423,23-10-2021,14:46,12 to 17,Female,Children,Accessories,VR Headset,1,287.91,5.76,110.54,110.54,Pickup,0,293.67,183.13,Xmas Market,In-store,United Kingdom,Venice,High,Cash,Yes
ORD202119025,CUST4284476,27-02-2022,21:34,1 to 11,Male,Children,Video Games,PlayStation 5 Game,1,143.87,4.32,48.79,48.79,Standard,1.39,149.58,100.79,In-store,In-store,Portugal,Vienna,High,Debit Card,No
ORD202119026,CUST8061910,10-01-2022,12:57,12 to 17,Female,Teen,General,Fisher-Price Learning Toy,1,167.59,4.19,56.01,56.01,Pickup,0,171.78,115.77,In-store,In-store,Austria,Amsterdam,Medium,PayPal,Yes
ORD202119027,CUST4387565,05-11-2024,01:38,12 to 17,Male,Children,Accessories,Wireless Earbuds,1,75,1.88,20.77,20.77,Standard,1.99,78.87,58.1,Xmas Market,In-store,Italy,Stockholm,Low,Credit Card,No
ORD202119028,CUST9699175,16-04-2021,06:42,12 to 17,Male,Teen,Books,Gordon Ramsay Cookbook,1,151.45,3.79,52.28,52.28,Standard,1.99,157.23,104.95,Online,Online,Italy,Lisbon,High,Other,Yes
ORD202119029,CUST7941731,20-02-2024,19:57,18 over,Female,Adult,Clothing,Levi's Jeans,1,149.29,2.99,55.71,55.71,Standard,5.19,157.47,101.76,In-store,In-store,Austria,The Hague,Low,Credit Card,No
ORD202119030,CUST6175543,17-02-2025,04:15,18 over,Male,Adult,Technology,Smart Speaker,1,94.84,1.9,31.15,31.15,Standard,4.66,101.4,70.25,Online,Online,France,Liverpool,Low,Credit Card,No
ORD202119031,CUST9897316,28-11-2022,00:15,18 over,Female,Children,Clothing,Nike Running Shoes,1,142.43,4.27,38.02,38.02,Standard,1.58,148.28,110.26,In-store,In-store,Portugal,Ghent,Medium,Cash,Yes
ORD202119032,CUST6510094,14-10-2025,23:49,18 over,Male,Children,Accessories,Samsung Galaxy Case,1,155.61,3.89,58.8,58.8,Standard,2.71,162.21,103.41,Online,Online,France,Innsbruck,Medium,Cash,No
ORD202119033,CUST1716303,21-05-2021,10:49,18 over,Female,Adult,Toys,Hot Wheels Car Set,1,153.85,4.62,39.17,39.17,Express,6.16,164.63,125.46,Online,Online,Austria,Nice,High,PayPal,No
ORD202119034,CUST4229726,24-01-2025,09:36,12 to 17,Female,Adult,Clothing,Nike Running Shoes,1,153.56,3.84,54.7,54.7,Express,8.38,165.78,111.08,In-store,In-store,Belgium,Funchal,Low,Other,No
ORD202119035,CUST2702760,05-01-2024,17:05,1 to 11,Male,Children,Accessories,VR Headset,1,316.89,9.51,88.11,88.11,Standard,5.28,331.68,243.57,Xmas Market,In-store,Netherlands,Milan,Medium,PayPal,No
ORD202119036,CUST5013609,06-01-2023,11:10,1 to 11,Female,Children,Accessories,Ray-Ban Sunglasses,1,146.49,2.93,56.11,56.11,Standard,2.13,151.55,95.44,Online,Online,Italy,Brussels,High,Other,No
ORD202119037,CUST7126035,28-01-2021,07:11,18 over,Male,Adult,Accessories,Portable Charger,1,28.7,0.72,11.32,11.32,Standard,1.14,30.56,19.24,Online,Online,Sweden,Vienna,Low,PayPal,No
ORD202119038,CUST0670009,22-04-2025,04:14,12 to 17,Female,Children,Accessories,Ray-Ban Sunglasses,1,149.24,2.98,43.09,43.09,Standard,3.39,155.61,112.52,In-store,In-store,Germany,Naples,Medium,Cash,No
ORD202119039,CUST9693175,22-04-2021,06:14,18 over,Female,Teen,Toys,Hot Wheels Car Set,1,159.82,4,63.13,63.13,Standard,5.9,169.72,106.59,In-store,In-store,Portugal,Lisbon,Low,Credit Card,No
ORD202119040,CUST3837299,06-11-2022,09:06,18 over,Male,Children,Technology,Smart Speaker,1,97.29,2.43,34.22,34.22,Standard,3.36,103.08,68.86,Xmas Market,In-store,Germany,Nice,Medium,Credit Card,No
ORD202119041,CUST8435992,08-05-2022,00:32,1 to 11,Male,Children,Technology,Kindle E-reader,1,130.52,2.61,50.88,50.88,Standard,1.37,134.5,83.62,Xmas Market,In-store,Italy,Frankfurt,High,Debit Card,Yes
ORD202119042,CUST9201794,15-12-2025,07:49,1 to 11,Male,Children,Accessories,VR Headset,1,323.29,9.7,101.4,101.4,Standard,1.14,334.13,232.73,In-store,In-store,Sweden,Brussels,Medium,Cash,No
ORD202119043,CUST9106367,22-09-2023,06:02,1 to 11,Male,Teen,Puzzles,Harry Potter Puzzle,1,156.56,3.13,43.04,43.04,Standard,2.6,162.29,119.25,Xmas Market,In-store,Austria,Frankfurt,Medium,Credit Card,No
ORD202119044,CUST4108999,11-07-2023,13:21,12 to 17,Male,Teen,Toys,Barbie Doll,1,149.2,3.73,47.05,47.05,Standard,3.75,156.68,109.63,Online,Online,France,London,High,Debit Card,No
ORD202119045,CUST5233108,10-02-2024,00:13,18 over,Female,Teen,General,Fisher-Price Learning Toy,1,168.16,3.36,46.5,46.5,Standard,2.6,174.12,127.62,In-store,In-store,Poland,Krakow,Low,Credit Card,No
ORD202119046,CUST6675755,09-03-2022,21:52,1 to 11,Female,Teen,Clothing,Nike Running Shoes,1,158.42,3.17,46.95,46.95,Standard,5.19,166.78,119.83,Xmas Market,In-store,United Kingdom,Krakow,High,Cash,No
ORD202119047,CUST1603445,04-12-2025,05:15,18 over,Female,Adult,Technology,Kindle E-reader,1,157.13,4.71,54.48,54.48,Standard,4.9,166.74,112.26,Online,Online,Germany,Porto,High,PayPal,No
ORD202119048,CUST7695666,09-10-2023,16:30,1 to 11,Female,Children,Accessories,VR Headset,1,296.08,7.4,108.03,108.03,Express,14.83,318.31,210.28,Xmas Market,In-store,Belgium,Ghent,Medium,Debit Card,No
ORD202119049,CUST8791090,26-05-2022,23:23,12 to 17,Male,Teen,Books,Gordon Ramsay Cookbook,1,146.35,4.39,52.01,52.01,Standard,6.78,157.52,105.51,In-store,In-store,Italy,Krakow,Medium,Credit Card,Yes
ORD202119050,CUST7512734,29-11-2021,13:32,1 to 11,Female,Adult,General,Fisher-Price Learning Toy,1,167.63,5.03,45.85,45.85,Standard,1.3,173.96,128.11,Online,Online,Poland,Innsbruck,Low,PayPal,No
ORD202119051,CUST9760262,22-12-2024,04:58,1 to 11,Male,Children,Accessories,VR Headset,2,254.09,15.25,80.78,161.56,Express,13.56,536.99,375.43,Online,Online,Belgium,Coimbra,High,PayPal,No
ORD202119052,CUST5739526,04-04-2022,11:39,1 to 11,Female,Children,Technology,Kindle E-reader,2,153.52,9.21,53.29,106.58,Standard,6.94,323.19,216.61,Xmas Market,In-store,Belgium,Brussels,High,Debit Card,No
ORD202119053,CUST9849791,05-09-2025,22:03,12 to 17,Female,Adult,Video Games,PlayStation 5 Game,1,140.07,4.2,42.58,42.58,Standard,2.63,146.9,104.32,Online,Online,Poland,Amsterdam,High,PayPal,No
ORD202119054,CUST2852991,07-10-2024,17:30,12 to 17,Male,Adult,Kitchen Appliances,Dolce Gusto Coffee Machine,1,148.77,4.46,59.43,59.43,Pickup,0,153.23,93.8,Online,Online,United Kingdom,Paris,Medium,PayPal,No
ORD202119055,CUST0110572,24-07-2022,08:12,18 over,Female,Children,Clothing,The North Face Jacket,1,155.5,3.11,58.56,58.56,Standard,1.01,159.62,101.06,In-store,In-store,Germany,Gothenburg,High,Other,Yes
ORD202119056,CUST5062041,20-11-2022,08:43,1 to 11,Male,Teen,Video Games,PlayStation 5 Game,1,155.22,3.88,50.04,50.04,Express,10.13,169.23,119.19,Online,Online,Belgium,Frankfurt,Low,PayPal,No
ORD202119057,CUST8749861,02-10-2022,23:26,1 to 11,Female,Children,Clothing,The North Face Jacket,2,145.05,8.7,41.36,82.72,Express,7.68,306.48,223.76,Online,Online,United Kingdom,Paris,Low,Cash,No
ORD202119058,CUST8314530,02-10-2025,13:00,12 to 17,Female,Teen,General,Fisher-Price Learning Toy,1,142.31,3.56,40.09,40.09,Standard,5.33,151.2,111.11,In-store,In-store,Austria,Marseille,Medium,Cash,No
ORD202119059,CUST4145237,10-07-2021,13:03,12 to 17,Female,Children,Accessories,Samsung Galaxy Case,1,150.68,4.52,37.92,37.92,Standard,5.64,160.84,122.92,In-store,In-store,Portugal,Birmingham,High,Debit Card,No
ORD202119060,CUST2149486,27-10-2022,13:26,12 to 17,Male,Adult,Technology,Smart Speaker,1,98.94,1.98,29.31,29.31,Standard,2.1,103.02,73.71,Online,Online,United Kingdom,Vienna,Low,Credit Card,No
ORD202119061,CUST0749845,08-12-2024,08:46,18 over,Female,Adult,Clothing,Nike Running Shoes,1,166.57,4.16,47.93,47.93,Standard,2.62,173.35,125.42,In-store,In-store,Austria,The Hague,Low,Other,No
ORD202119062,CUST5300331,03-10-2022,10:43,1 to 11,Female,Children,Accessories,Wireless Earbuds,1,85.44,2.56,32.38,32.38,Express,13.89,101.89,69.51,Xmas Market,In-store,Belgium,Paris,Medium,Debit Card,No
ORD202119063,CUST4670855,03-12-2023,04:03,12 to 17,Female,Teen,Accessories,Portable Charger,1,29.64,0.89,7.43,7.43,Standard,6.45,36.98,29.55,Online,Online,Germany,Rome,High,Debit Card,No
ORD202119064,CUST8107578,11-01-2021,10:29,1 to 11,Male,Children,Toys,Hot Wheels Car Set,1,155.24,3.1,41.87,41.87,Standard,1.96,160.3,118.43,Xmas Market,In-store,Netherlands,Porto,Medium,Other,No
ORD202119065,CUST4802892,25-11-2024,18:02,1 to 11,Female,Adult,Video Games,PlayStation 5 Game,2,160.93,9.66,55.47,110.94,Pickup,0,331.52,220.58,In-store,In-store,Portugal,Coimbra,High,Cash,No
ORD202119066,CUST5611986,02-08-2025,14:44,12 to 17,Male,Teen,Home,Robot Vacuum,1,211.75,6.35,57.47,57.47,Standard,2.76,220.86,163.39,Xmas Market,In-store,Poland,Utrecht,Medium,Other,No
ORD202119067,CUST4170338,05-05-2023,22:14,1 to 11,Male,Children,Board Games,Chess Set,1,156.35,3.91,40.68,40.68,Standard,3.54,163.8,123.12,Xmas Market,In-store,Belgium,Krakow,High,Cash,No
ORD202119068,CUST7009519,14-04-2022,10:13,1 to 11,Female,Teen,Home,Robot Vacuum,1,228.1,6.84,85.4,85.4,Standard,4.76,239.7,154.3,Xmas Market,In-store,United Kingdom,Milan,High,Cash,No
ORD202119069,CUST2548825,08-10-2023,03:07,18 over,Female,Adult,Kitchen Appliances,Dolce Gusto Coffee Machine,1,165.87,3.32,60.06,60.06,Pickup,0,169.19,109.13,Online,Online,France,Gothenburg,High,Debit Card,No
ORD202119070,CUST4618027,18-04-2021,05:42,12 to 17,Male,Teen,Accessories,Wireless Earbuds,1,77.93,1.95,23.52,23.52,Standard,6.74,86.62,63.1,Xmas Market,In-store,Portugal,Paris,High,Cash,No
ORD202119071,CUST1918410,06-07-2025,08:41,18 over,Male,Children,Puzzles,Harry Potter Puzzle,1,156.02,4.68,57.25,57.25,Standard,2.2,162.9,105.65,Xmas Market,In-store,Germany,Funchal,Low,Cash,No
ORD202119072,CUST9210750,12-11-2024,05:26,18 over,Male,Teen,Board Games,Chess Set,2,161.33,9.68,53.24,106.48,Standard,3.64,335.98,229.5,In-store,In-store,United Kingdom,The Hague,Medium,Credit Card,No
ORD202119073,CUST3949616,29-04-2023,23:12,18 over,Female,Children,Books,Gordon Ramsay Cookbook,1,148.17,4.45,51.44,51.44,Standard,3.84,156.46,105.02,Xmas Market,In-store,France,Ghent,Low,Other,No
ORD202119074,CUST9377400,03-04-2022,06:44,18 over,Male,Children,Video Games,PlayStation 5 Game,1,150.74,4.52,51.6,51.6,Pickup,0,155.26,103.66,Xmas Market,In-store,Austria,Munich,Low,Credit Card,No
ORD202119075,CUST4211964,16-11-2021,06:27,12 to 17,Female,Teen,Accessories,Samsung Galaxy Case,1,154.24,4.63,49.7,49.7,Standard,6.96,165.83,116.13,In-store,In-store,Portugal,Porto,High,Cash,Yes
ORD202119076,CUST2016693,24-02-2021,11:32,18 over,Male,Children,General,Fisher-Price Learning Toy,1,167.66,4.19,42.72,42.72,Standard,5.23,177.08,134.36,Online,Online,France,Innsbruck,High,Cash,No
